Cell,Elevation,Times Changed Hands
4056,50,1
4057,58,130
4058,135,2
4059,222,166
4060,302,12
4061,501,4
4062,1803,2
4063,2005,173
4064,1652,189
4065,2141,185
4066,1496,335
4067,1720,1
4068,323,1
4069,87,8
4070,53,3
4071,38,14
4072,77,35
4073,134,54
4074,90,370
4075,165,5
4076,193,4
4077,217,4
4078,215,503
4079,210,528
4080,180,476
4081,202,502
4082,186,564
4083,250,126
4084,234,2
4085,128,13
4086,43,441
4087,14,321
4088,546,2
4089,419,1
4090,387,274
4091,345,39
4092,287,2
4093,227,2
4094,85,2
4095,23,3
4096,32,15
4097,36,397
4098,72,245
4099,131,348
4100,225,243
4101,335,21
4102,1751,3
4103,2125,2
4104,2035,23
4105,2432,1
4106,1807,470
4107,935,153
4108,2379,1
4109,596,11
4110,146,9
4111,91,2
4112,68,2
4113,26,3
4114,259,2
4115,80,65
4116,101,567
4117,187,5
4118,187,6
4119,197,394
4120,234,1
4121,197,255
4122,163,346
4123,258,2
4124,215,156
4125,273,1
4126,213,3
4127,103,220
4128,47,142
4129,416,4
4130,366,255
4131,357,64
4132,297,25
4133,220,6
4134,127,2
4135,16,2
4136,25,27
4137,32,262
4138,43,368
4139,89,338
4140,190,281
4141,272,409
4142,1254,2
4143,2597,2
4144,1645,478
4145,1620,249
4146,1841,276
4147,2190,2
4148,713,62
4149,28,490
4150,2340,300
4151,982,156
4152,314,35
4153,127,5
4154,83,3
4155,76,3
4156,127,2
4157,93,3
4158,104,1
4159,142,410
4160,144,22
4161,206,5
4162,222,5
4163,235,2
4164,194,23
4165,203,2
4166,222,2
4167,206,145
4168,188,7
4169,104,403
4170,54,200
4171,450,3
4172,370,2
4173,348,255
4174,318,36
4175,246,14
4176,118,2
4177,10,3
4178,17,24
4179,27,126
4180,42,56
4181,84,56
4182,185,53
4183,373,112
4184,656,226
4185,1887,11
4186,2168,19
4187,2050,103
4188,2138,2
4189,2419,1
4190,1945,35
4191,142,311
4192,2022,83
4193,1256,387
4194,579,156
4195,210,24
4196,89,11
4197,102,2
4198,12,3
4199,88,1
4200,145,2
4201,168,2
4202,174,5
4203,165,53
4204,186,505
4205,230,3
4206,201,6
4207,212,2
4208,196,2
4209,160,202
4210,175,53
4211,154,241
4212,145,2
4213,48,183
4214,364,2
4215,308,198
4216,319,85
4217,290,20
4218,157,10
4219,6,7
4220,9,41
4221,20,81
4222,29,349
4223,68,82
4224,217,10
4225,441,18
4226,917,161
4227,1104,19
4228,2822,1
4229,2003,408
4230,2055,141
4231,1788,234
4232,2043,178
4233,1606,17
4234,1098,78
4235,2482,1
4236,851,292
4237,329,82
4238,122,3
4239,54,1
4240,12,5
4241,95,1
4242,158,2
4243,188,1
4244,168,188
4245,131,265
4246,186,102
4247,232,2
4248,215,1
4249,192,1
4250,200,3
4251,151,76
4252,158,350
4253,173,12
4254,177,1
4255,71,311
4256,330,2
4257,269,58
4258,293,232
4259,293,23
4260,206,26
4261,50,7
4262,7,133
4263,13,125
4264,19,388
4265,53,251
4266,150,60
4267,520,15
4268,680,115
4269,935,362
4270,2050,15
4271,2304,101
4272,2497,1
4273,1987,45
4274,1734,389
4275,1403,334
4276,373,441
4277,2377,2
4278,1982,2
4279,469,106
4280,351,2
4281,87,23
4282,35,3
4283,23,7
4284,97,3
4285,118,1
4286,131,130
4287,131,401
4288,118,467
4289,155,278
4290,209,1
4291,232,2
4292,191,3
4293,189,1
4294,142,155
4295,150,367
4296,170,161
4297,194,1
4298,270,5
4299,264,178
4300,263,105
4301,213,18
4302,82,12
4303,4,164
4304,10,158
4305,17,414
4306,68,149
4307,315,223
4308,710,6
4309,931,7
4310,1329,120
4311,1936,8
4312,2478,27
4313,2393,139
4314,1772,233
4315,1532,397
4316,2055,4
4317,1108,330
4318,2074,221
4319,1908,8
4320,438,309
4321,254,177
4322,128,130
4323,39,27
4324,43,29
4325,124,2
4326,117,3
4327,158,1
4328,149,115
4329,164,3
4330,130,331
4331,178,3
4332,205,1
4333,170,1
4334,158,5
4335,142,6
4336,189,2
4337,144,278
4338,155,264
4339,120,214
4340,184,263
4341,238,211
4342,192,41
4343,115,12
4344,22,9
4345,7,261
4346,9,474
4347,106,145
4348,771,140
4349,544,79
4350,912,9
4351,1355,15
4352,1754,291
4353,1834,22
4354,2547,2
4355,1963,91
4356,843,435
4357,2001,120
4358,2360,1
4359,1509,130
4360,1738,301
4361,580,2
4362,339,114
4363,202,165
4364,19,363
4365,103,2
4366,85,3
4367,123,1
4368,114,3
4369,160,1
4370,132,120
4371,152,121
4372,170,2
4373,192,5
4374,173,2
4375,155,1
4376,191,2
4377,140,12
4378,132,281
4379,128,397
4380,177,228
4381,184,113
4382,109,27
4383,56,10
4384,2,499
4385,8,312
4386,58,141
4387,1175,4
4388,1356,220
4389,807,17
4390,1528,5
4391,2036,2
4392,1300,285
4393,1342,185
4394,1760,102
4395,920,368
4396,2130,3
4397,1200,297
4398,719,428
4399,2226,1
4400,322,180
4401,226,177
4402,216,87
4403,85,148
4404,134,2
4405,67,283
4406,82,3
4407,126,4
4408,161,3
4409,189,2
4410,133,337
4411,142,213
4412,155,10
4413,147,3
4414,129,1
4415,148,3
4416,135,4
4417,193,2
4418,159,2
4419,139,163
4420,37,69
4421,39,17
4422,2,356
4423,8,18
4424,23,57
4425,810,256
4426,1660,1
4427,1641,9
4428,1428,11
4429,1751,10
4430,1287,518
4431,1338,334
4432,1022,337
4433,891,480
4434,2908,1
4435,1366,122
4436,1424,133
4437,2707,1
4438,519,212
4439,239,12
4440,167,112
4441,123,64
4442,37,463
4443,67,638
4444,57,347
4445,123,5
4446,131,5
4447,203,2
4448,130,426
4449,158,149
4450,154,29
4451,143,5
4452,122,2
4453,133,3
4454,185,2
4455,140,4
4456,207,2
4457,121,251
4458,198,3
4459,1,333
4460,3,17
4461,16,22
4462,527,85
4463,1136,388
4464,1367,507
4465,1750,21
4466,1906,3
4467,1411,342
4468,1579,71
4469,1486,79
4470,985,391
4471,2219,210
4472,1443,179
4473,361,501
4474,1475,224
4475,1246,128
4476,160,282
4477,179,4
4478,163,10
4479,50,318
4480,84,271
4481,87,6
4482,78,2
4483,170,3
4484,92,440
4485,103,506
4486,164,2
4487,157,25
4488,156,3
4489,115,2
4490,134,3
4491,165,5
4492,166,2
4493,147,3
4494,104,227
4495,141,128
4496,5,17
4497,118,21
4498,1006,68
4499,1569,203
4500,1498,564
4501,2141,1
4502,1593,266
4503,1608,139
4504,1319,434
4505,1882,112
4506,2462,2
4507,2358,191
4508,457,338
4509,1199,194
4510,2509,218
4511,398,167
4512,118,47
4513,103,23
4514,120,14
4515,141,1
4516,86,2
4517,65,514
4518,181,2
4519,81,593
4520,131,301
4521,165,4
4522,139,339
4523,160,2
4524,135,10
4525,115,31
4526,129,6
4527,181,2
4528,127,103
4529,97,459
4530,116,304
4531,945,13
4532,1615,3
4533,1974,1
4534,1851,267
4535,2120,2
4536,2115,2
4537,2541,1
4538,2100,1
4539,2606,1
4540,2453,2
4541,1379,162
4542,509,21
4543,2634,2
4544,578,221
4545,100,190
4546,50,157
4547,15,28
4548,90,197
4549,131,2
4550,90,2
4551,67,404
4552,82,594
4553,95,119
4554,121,391
4555,180,1
4556,130,422
4557,142,4
4558,115,60
4559,130,9
4560,188,2
4561,148,3
4562,111,573
4563,101,322
4564,194,1
4565,1130,6
4566,1868,2
4567,1864,4
4568,2019,10
4569,2006,281
4570,1827,324
4571,1642,298
4572,883,361
4573,1471,5
4574,1754,51
4575,355,232
4576,2220,3
4577,1571,85
4578,89,282
4579,63,148
4580,10,38
4581,44,65
4582,29,154
4583,82,4
4584,88,217
4585,62,426
4586,129,7
4587,151,2
4588,153,190
4589,178,3
4590,128,412
4591,139,2
4592,122,170
4593,133,7
4594,134,4
4595,142,345
4596,131,37
4597,161,94
4598,1652,229
4599,1759,260
4600,1857,55
4601,2198,1
4602,2086,148
4603,1837,148
4604,987,4
4605,1125,21
4606,140,501
4607,287,253
4608,2792,1
4609,160,81
4610,43,179
4611,6,120
4612,-4,29
4613,-8,532
4614,1,455
4615,40,66
4616,94,4
4617,155,3
4618,126,25
4619,125,226
4620,140,492
4621,163,218
4622,124,251
4623,121,127
4624,115,308
4625,129,5
4626,101,385
4627,156,25
4628,181,2
4629,1633,71
4630,1582,219
4631,1347,270
4632,2346,1
4633,789,444
4634,514,7
4635,102,497
4636,241,386
4637,2887,1
4638,1528,15
4639,8,104
4640,-18,271
4641,-6,45
4642,-13,510
4643,-5,394
4644,3,400
4645,3,323
4646,100,10
4647,170,2
4648,156,4
4649,167,277
4650,166,198
4651,137,26
4652,86,516
4653,140,1
4654,100,232
4655,152,2
4656,176,4
4657,161,37
4658,154,73
4659,1256,405
4660,1947,26
4661,1161,51
4662,204,313
4663,38,318
4664,475,2
4665,2653,275
4666,1100,123
4667,82,17
4668,-18,119
4669,-18,135
4670,-16,423
4671,-5,8
4672,5,6
4673,-2,559
4674,62,9
4675,142,21
4676,147,7
4677,198,3
4678,202,6
4679,188,3
4680,111,467
4681,114,363
4682,122,1
4683,118,485
4684,106,382
4685,194,2
4686,151,92
4687,773,120
4688,0,557
4689,293,4
4690,2661,1
4691,1752,261
4692,315,10
4693,-18,33
4694,-29,338
4695,-20,212
4696,-11,4
4697,-1,4
4698,9,2
4699,21,6
4700,116,8
4701,129,23
4702,192,2
4703,177,441
4704,238,1
4705,150,23
4706,137,3
4707,86,347
4708,99,350
4709,128,273
4710,100,529
4711,122,86
4712,2187,2
4713,1921,83
4714,179,411
4715,-29,41
4716,-29,238
4717,-28,349
4718,-22,280
4719,-3,5
4720,11,2
4721,-3,517
4722,25,12
4723,145,3
4724,184,1
4725,209,2
4726,221,3
4727,163,226
4728,135,306
4729,125,8
4730,94,463
4731,133,2
4732,141,3
4733,159,34
4734,146,29
4735,-29,98
4736,-27,15
4737,-29,114
4738,-26,203
4739,-15,5
4740,-5,2
4741,2,127
4742,21,70
4743,32,40
4744,213,2
4745,205,4
4746,209,422
4747,218,2
4748,147,474
4749,184,3
4750,128,4
4751,116,3
4752,134,4
4753,115,373
4754,166,2
4755,-29,332
4756,-29,81
4757,-24,40
4758,-12,3
4759,-2,14
4760,12,350
4761,23,396
4762,38,373
4763,220,1
4764,197,570
4765,190,478
4766,193,230
4767,177,9
4768,142,4
4769,108,395
4770,116,3
4771,156,5
4772,149,412
4773,-28,44
4774,-19,3
4775,-9,7
4776,23,2
4777,14,312
4778,14,578
4779,40,470
4780,204,356
4781,228,6
4782,191,303
4783,196,2
4784,191,2
4785,126,6
4786,111,251
4787,136,5
4788,194,2
4789,127,330
4790,-22,4
4791,-16,6
4792,-5,2
4793,12,376
4794,32,6
4795,63,2
4796,20,600
4797,237,3
4798,255,3
4799,199,3
4800,192,2
4801,176,7
4802,91,223
4803,103,504
4804,173,3
4805,209,1
4806,-11,96
4807,-5,479
4808,36,2
4809,57,3
4810,74,2
4811,97,153
4812,239,4
4813,262,2
4814,137,5
4815,162,9
4816,95,38
4817,140,3
4818,119,405
4819,157,420
4820,10,72
4821,46,4
4822,72,3
4823,36,445
4824,239,2
4825,258,4
4826,180,7
4827,179,2
4828,139,4
4829,120,4
4830,145,4
4831,158,348
4832,181,147
4833,61,5
4834,80,1
4835,87,22
4836,289,1
4837,263,2
4838,180,2
4839,122,8
4840,107,193
4841,97,318
4842,139,196
4843,168,68
4844,74,2
4845,24,724
4846,207,4
4847,251,1
4848,137,7
4849,95,8
4850,76,116
4851,110,330
4852,132,206
4853,180,4
4854,210,3
4855,215,2
4856,186,3
4857,160,4
4858,149,2
4859,111,155
4860,134,6
4861,117,225
4862,197,6
4863,189,1
4864,199,2
4865,136,3
4866,77,167
4867,133,2
4868,116,452
4869,161,97
4870,176,1
4871,136,1
4872,115,6
4873,113,336
4874,155,1
4875,155,38
4876,124,1
4877,122,4
4878,121,223
4879,145,241
4880,182,28
4881,138,2
4882,112,615
4883,145,30
4884,160,5
4885,180,3
4886,193,2
4887,192,69
4888,235,1
4889,141,450
4890,162,9
4891,188,2
4892,124,300
4893,150,176
4894,226,2
4895,82,32
4896,26,82
4897,29,13
4898,24,13
4899,57,2
4900,76,198
4901,86,295
4902,44,582
4903,192,2
4904,157,259
4905,179,157
4906,192,2
4907,181,5
4908,135,205
4909,113,490
4910,237,1
4911,94,38
4912,9,183
4913,1,410
4914,55,2
4915,48,3
4916,8,5
4917,14,5
4918,30,15
4919,31,118
4920,173,3
4921,51,435
4922,144,6
4923,160,10
4924,178,129
4925,177,183
4926,180,111
4927,184,2
4928,171,4
4929,161,14
4930,161,248
4931,200,1
4932,29,20
4933,1,199
4934,30,7
4935,15,191
4936,40,19
4937,63,8
4938,29,4
4939,35,6
4940,53,14
4941,84,3
4942,80,145
4943,173,4
4944,166,16
4945,185,3
4946,142,385
4947,199,1
4948,183,5
4949,127,362
4950,187,4
4951,30,300
4952,98,1
4953,17,21
4954,1,387
4955,22,184
4956,59,40
4957,74,21
4958,114,5
4959,105,6
4960,12,8
4961,10,13
4962,37,8
4963,120,13
4964,237,5
4965,96,5
4966,156,8
4967,140,186
4968,151,83
4969,112,459
4970,177,5
4971,136,16
4972,161,217
4973,117,128
4974,47,3
4975,124,3
4976,4,117
4977,1,546
4978,81,31
4979,106,15
4980,108,13
4981,121,5
4982,83,6
4983,13,5
4984,142,7
4985,242,8
4986,173,2
4987,195,4
4988,133,32
4989,142,29
4990,161,3
4991,105,253
4992,189,2
4993,164,3
4994,230,1
4995,23,607
4996,150,2
4997,98,32
4998,8,23
4999,64,353
5000,75,34
5001,113,10
5002,108,16
5003,117,4
5004,28,8
5005,37,15
5006,149,12
5007,342,3
5008,179,8
5009,133,278
5010,78,320
5011,124,85
5012,158,77
5013,168,12
5014,178,3
5015,158,273
5016,104,22
5017,23,184
5018,90,49
5019,91,155
5020,88,5
5021,83,36
5022,123,4
5023,88,31
5024,123,4
5025,67,4
5026,268,4
5027,237,14
5028,187,6
5029,124,310
5030,164,3
5031,145,122
5032,51,381
5033,89,68
5034,134,438
5035,164,1
5036,41,498
5037,54,9
5038,140,137
5039,135,3
5040,74,594
5041,97,12
5042,119,23
5043,140,9
5044,101,12
5045,56,14
5046,322,9
5047,388,3
5048,287,2
5049,89,365
5050,82,341
5051,211,4
5052,192,3
5053,111,383
5054,148,19
5055,126,1
5056,51,5
5057,146,2
5058,166,2
5059,109,4
5060,89,22
5061,115,16
5062,157,3
5063,143,8
5064,126,4
5065,182,9
5066,325,2
5067,432,5
5068,161,7
5069,73,458
5070,71,298
5071,53,139
5072,202,2
5073,115,118
5074,147,4
5075,155,4
5076,159,3
5077,369,12
5078,594,2
5079,199,1
5080,127,6
5081,48,212
5082,107,4
5083,376,2
5084,549,2
5085,553,3
5086,183,2
5087,190,3
5088,366,3
5089,514,3
5090,658,2
5091,323,13
5092,500,6
5093,535,2
5094,841,2
5095,838,1
